title,artist,creator,tags,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
Fantasy,THE ORAL CIGARETTES,Agatsu,suck my world full version synderes frostwich fixxis black man japanese rock jrock j-rock,1,264.5681632653061,1181712,0.0
IGNITE (TV Size),Aoi Eir,Sotarks,Sword Art Online SAO GGO opening op female vocalist japanese anime reform kujinn,1,92.09,1182043,0.0
one,Yousei Teikoku,Lasse,Yōsei Japanese Rock gothic lolita agitator lantis Queen's Blade: Spiral Chaos opening video game,1,248.5098185941043,1182149,0.0
Terminal March,Darren Korb,Sieg,EvilElvisV2 -bakari- [Shi-Ra] Supergiant Games,1,101.99238095238096,118227,0.0
Kami no Manima ni,rerulili feat. Dancing Dolls,Sephira,rlc xlni pop traditional japanese rerulili vocaloid ring dong cover,1,258.0375,1182518,0.0
courage (TV Size),Tomatsu Haruka,Sotarks,sword art online anime opening op kirito asuna yuki 2nd japanese female vocalist sao kowari snownino_ reform kujinn basensorex,1,92.09,1182742,0.0
Kuraberarekko (TUYU Remix),TUYU,SnowNiNo_,jpop j-pop miro ミロ compared child it's raining after all やっぱり雨は降るんだね 礼衣 reii ぷす pusu kun おむたつ omutatsu azyun japanese novelty pop jonathanlfj bossandy Silent Rock Deppyforce Dogerinoo,1,216.552,1182767,0.0
Not For You,"Kanae, Kuzuha",domSaur,ゆよゆっぺ yuyoyuppe ChroNoiR にじさんじ nijisanji 2434 SMASH The PAINT!! vtuber virtual youtuber liver いちから ichikara ex gamers ゲマズ ゲーマーズ rock japanese,1,235.83346938775512,1183720,0.0
INNOCENCE (TV Size),Aoi Eir,Sotarks,SAO sword art online Aincrad ALfheim Online ALO kirigaya kazuto kirito Yuuki Asuna Lyfa Suguha Yui OP Opening 2 2nd japanese female vocalist anime j-rock jrock elinor eli [_eli_] kowari Basensorex あおいえいる BLAU BEST -E- short ver version,1,89.9423125,1183864,0.0
crossing field (TV Size),LiSA,Sotarks,sao sword art online kirito asuna op opening 1 anime japanese female vocalist jpop j-pop 1st arc kowari reform kujinn basensorex,1,89.9423125,1183876,0.0
Lost Desire,Powerless feat. Sennzai,meiikyuu,muryokup 無力P lunarsakuya captin1 lumy japanese video game,1,159.23253968253968,1183900,0.0
-Across the line-,Uchida Maaya,Fycho,yf_bmp opening  ZAQ 小鳥遊六花 • 改 ~劇場版 中二病でも恋がしたい！~,1,260.8015833333333,118429,0.0
"No pain, No game (TV Size)",nano,browiec,anime japanese rock jrock j-rock opening Btooom! Pikaqours reform kujinn kuki1537,1,90.51115646258503,1184314,0.0
Ai La La,Hai Nan,moonlightleaf,cRyo[iceeicee] lZenxl,1,174.92016666666666,118459,0.0
"Hana ni Ame o, Kimi ni Uta o",THE BINARY,NeonLights,japanese rock j-rock jrock mido あかまる akamaru aka ユリイ・カノン ユリイ カノン yurry canon yurrycanon -_Frontier_- Wanpachi Cycopton Nines Liyac wo rain to a flower song you,1,257.0,1186593,0.0
Tada Kimi ni Hare,Yorushika,newton-,fall _tranquility ayucchi shizuku- kazato_asa frozz just a sunny day for you losers don't need an encore 負け犬にアンコールはいらない makeinu ni encore wa iranai cloudless japanese rock jrock j-rock jpop j-pop pop nbuna n-buna suis ナブナ スイ,1,199.02693877551022,1186908,0.0
Absolute Secret (ED Ver.),Kyaru (CV: Tachibana Rika),PikAqours,Princess Connect! Re Dive プリコネR Priconne Karyl Japanese Video Game Ending Short Version Cygames TheSea NoFC Suyuko Log Off Now Lon Wanpachi Cycopton Elinor [_Eli_] StarCastler anime pop rock j-pop j-rock redive ed gacha purikone ORIGINAL SOUNDTRACK VOL.2 Lost ～ようこそ美食殿へ！～ ~yōkoso bishoku dono e!~ youkoso mobile,1,74.68408163265306,1187485,0.0
G.O.A.T.,Polyphia,Mir,rhythm guitar bass drum solo rock metal technical New Levels New Yukiyo Devils goat instrumental,1,216.02065759637188,1187509,0.0
Toaru Kaizoku Ou no Kimagure,yanaginagi,HabiHolic,jun maeda 終わりの惑星のLove Song kantokun Gloria Guard qoot8123,1,130.11591666666666,118762,0.0
Paper Planes (Cut Ver.),Virtual Riot,Fursum,electronic instrumental liquid dnb drum and bass garvanturr cyberia950,1,164.59972789115648,1187781,0.0
Chicago,Bentham,Nymphe,Japanese J-rock Rock Male Vocal Reform Kujinn OnlyBiscuit Biskit Brotarks Entry Kiyoshi Guarden Pyrolized Basensorex my_angel_ram my angel ram cut short ver version,1,103.33179166666666,1187933,0.0
Fuyu no Hanashi,Given,- ascended -,fuyunohanashi winter's story jrock j-rock rock insert song hazu- hazu kittyadventure gokugohan12468 zabijakweeb zabijak mokobe _-Super-_ log on now log_on_now anime animation japan japanese jp lerche crunchyroll Mafuyu Satō Sato Satou 佐藤 真冬 佐藤真冬 Ritsuka Uenoyama 上ノ山 立夏 上ノ山立夏 Haruki Nakayama 中山 春樹 中山春樹 Akihiko Kaji 梶 秋彦 梶秋彦 Yano Shougo 矢野奨吾 矢野 奨吾 gay lgbt yaoi shounenai shounen ai bl boys boy's love marutsuke the seasons センチミリメンタル centimilli mental centimillimental,1,209.97224489795917,1188198,0.0
Ryuuseigun,Camellia,ak74,mappers' guild mpg TtmnZk featured artist fa vocaloid hatsune miku 初音ミク cametak kamelcamellia meteor shower dnb drum and bass Celine taku VoiceCore electronic japanese,1,274.1551020408163,1188437,0.0
sabotage,Ryokuoushoku Shakai,Sotarks,SINGALONG japanese female vocalist jpop j-pop full version ryokushaka ryoku shaka pop iljaaz kowari basensorex G Senjo no Anata to Watashi You and I on the string,1,238.75918367346938,1188617,0.0
MARBLE,Higuchi Kaede,Amateurre,にじさんじ nijisanji いちから ichikara でろーん deron dero-n jk組 jk gumi virtual youtuber vtuber japanese rock lantis ランティス Ajisai- Ayucchi -_Ex_- Kowari Shizuku- Kazato Asa,1,253.25714285714287,1189212,0.0
Airplanes (Feint Drum and Bass Remix),Hayley Williams,Rosiie,dnb drum and bass electronic english female vocals short cut ver version planes in the air bootleg b.o.b bob,1,101.82562358276644,1189295,0.0
Bubblegum Bitch,Marina and the Diamonds,StarCastler,ReFaller MkGuh Larto & electra heart marina lambrini diamandis Μαρίνα Λαμπρινή Διαμαντή electro synthie synthpop synth english pop dance electro-pop dance-pop,1,152.73795918367347,1189331,0.0
Critical Cannonball (Extended ver.),SEPHID,DeviousPanda,o!wc owc grand finals gf HD1 満月の竹林 mangetsu no chikurin bamboo forest of the full moon ZUN Touhou 14 Stage 3 Theme Kishinjou 東方Project drumstep j-core electronic instrumental video game paradogi xlolicore- my angel watame skydiver atalanta talulah waefwerf Sakura Blossom -_ascended_- ascended cycopton Wanpachi Gordon Lazarus Xoul Zelq,1,198.50448979591837,1189616,0.0
Hungry Hippo,Tierra Whack,Qiyana,dyl-byl imaginative gordon lazarus xoul craezy jas jamesjan3 helena world english pop hiphop hip hop rap tiktok tik tok,1,60.055510204081635,1189948,0.0
Flux,factal,Sharu,Ksardas Frakturehawkens 0ppinOsu coma dubstep future bass electronic instrumental edm dance music drumstep glitchstep step [_Sharuresu_] 0pp frakture 2020,1,182.54367346938776,1190470,0.0
Realize (TV Size),Suzuki Konomi,Sotarks,zero re:zero rezero kara Hajimeru Isekai Seikatsu starting life in another world anime opening op female japanese vocalist basensorex kujinn reform kowari eli elinor [_eli_] 2nd season white fox emilia natsuki subaru rem ram from,1,91.594,1190710,0.0
Realize (TV Size),Suzuki Konomi,Stack,Japanese anime op realise opening Xandit ggf Gottagof4st Yudragen chaoticred SaltyLucario Zelq rezero Re: Life in a different world from zero 2nd Season Re:Zero Starting Life in Another World 2 Salty Saltking Vinnie741 byd bite you death,1,91.594,1190719,0.0
MASK (TV Size),Aqua Timez,-Mikan,keevy wajinshu kujinn reform mocaotic evaotic ブリーチ anime ending ed 30 japanese rock jrock j-rock fullbringer arc,1,106.95732426303854,1190848,0.0
Legends,Juice WRLD,Smoke,rap hip hop world english Tribute Lil Peep XXXTentacion hip-hop,1,192.04,1191018,0.0
Sorochinskaya Yarmarka,Zmey Gorynich,Mazzerin,daiyousei gabdu09 seni maiev daycore folk death extreme metal russian mother russia,1,237.19183673469388,1191853,0.0
Lone Digger,Caravan Palace,Mao,krisom pachiru electro swing house edm electronic jazz english,1,230.26938775510203,1192050,0.0
Jelly,Hyper Potions & MYLK,eiri-,Ayyri Trynna Featured Artist FA Electronic English Pop,1,173.1395918367347,1192586,0.0
Tsuki no Ookisa (TV Size),Nogizaka46,Sharpay,op 14 opening fourteen 7th single naruto shippuden pop anime jpop j-pop japanese kuroame kowari maot,1,88.37299319727892,1192746,0.0
NO SCARED,ONE OK ROCK,HabiHolic,mad amv huke supercell Kiiwa mlson1,1,83.8136875,119277,0.0
Tougenkyou Alien (TV Size),serial TV drama,Smoke,gintama' 2011 togenkyo japanese anime op opening 9 silver soul jrock j-rock rock joke funny 1/3 swing hypercyte hypercute,1,92.16,1192891,0.0
RINNE,BAND-MAID,ShirohaMyMommy,mirash delis japanese rock,1,208.54390022675736,1193063,0.0
Painful Fate,"BEMANI Sound Team ""Nekomata Master""",Down,shota on osu cubbby cubby beomsan chinochan gimbab kloyd acylica acyl yusomi dailycare morinaga electronic instrumental drum and bass dnb rhythm video game konami,1,130.76897959183674,1193072,0.0
"Tenkyuu, Suisei wa Yoru o Mataide",Hoshimachi Suisei,captin1,kalibe luna- dark accelerator meiikyuu -aqua agatsu Virtual YouTuber VTuber ホロライブ hololive idol 2nd Original Song Japanese Rock Tenkyu Suichan Sui-chan Hoshimati Hosimachi Hosimati,1,258.65721088435373,1193099,0.0
Heart Signal (TV Size),Hatano Wataru,Lobelia,Sun Rainbow Sun_Rainbow Beren Sandrew kanor higeo 彦田元気 Genki Hikota Hitorijime My Hero op opening tv size yaoi boys love bl anime japanese,1,90.18104166666667,1193294,0.0
Sha Ma Te Yu Jian Xi Jian Chui,Wu Se Shi Nan Ye,popner,杀马特 洗剪吹 shamate xijianchui Amamiya Yuko skystar Megurine Luka SHINEE Ring Ding Dong bilibili,1,234.16645833333334,119335,0.0
Kokuhaku Bungee Jumping (TV Size),halca,-[Shady]-,"Kanojo, Okarishimasu Rent-A-Girlfriend Kanokari TMS Entertainment anime japanese ed ending 前山田健一 Kenichi Maeyamada 板垣祐介 Yuusuke Itagaki Amateurre",1,88.31372916666666,1193921,0.0
Emotional Skyscraper ~ Cosmic Mind,Xi-on,beat4you,Touhou unidentified fantastic object byakuren hijiri,1,172.64325,11940,0.0
Ready?,D.D.D.,Crissa,Destructive Dragon Demon Arknights 火蓝之心原声带 fire blue heart soundtrack ost Heart of Surging Flame Obsidian Festival of1097 bao.uner yostar hypergryph studio montagne electronic instrumental video game videogame vgm,1,140.38302083333335,1194543,0.0
Marukaite Chikyuu,Takahashi Hiroki,10crystalmask01,Japan Nihon Character CD Vol. 3 Tari,1,109.31466666666667,119463,0.0
Kimi ni Matsuwaru Mystery (TV Size),"Chitanda Eru (CV: Satou Satomi), Ibara Mayaka (CV: Kayano Ai)",Tuffiii,ending kyoani ED kyoto animation anime japanese pop jpop j-pop hyouka hyoka koten-bu kotenbu koten bu Sotarks,1,90.12,1195197,0.0
crescent moon,FELT,gary00737,東方ボーカル [FELT-019] 19th Album Rebirth Story Ⅲ kanor walaowey DreaM117er m1223961117 Lobelia Abhor - matha - Petal MathaSAURUS 舞花 東方Project japanese pop Hata no Kokoro [_Abhor_] jpop j-pop [ Abhor ] 美歌 Mika Maika NAGI☆ Touhou Project Video Game 亡失のエモーション Boushitsu no Emotion lost emotion 秦のこころ -_Matha_-,1,98.1809977324263,1195435,0.0
Marshmary,MIMI,Nuvolina,Mappers' guild mg featured artist fa vocaloid japanese pop Hatsune Miku 初音ミク,1,213.83836734693878,1195899,0.0
Alumina (TV Size),Nightmare,cesc,The WORLD Ruler - Armin Gladi,1,73.2,11963,0.0
Telesto Teles,Kairiki bear feat. Hatsune Miku,Ryuusei Aika,cut ver version ボーカロイド vocaloid japanese rock jrock j-rock basen basensorex niva -liban- liban wafer,1,90.90608333333333,1196329,0.0
Dou Kangaete mo Watashi wa Warukunai (TV Size),Kitta Izumi,LexiaLovesU,onepiece314 ending kuroki tomoko watamote 私がモテないのはどう考えてもお前らが悪い!,1,89.91345833333334,119676,0.0
Spring of Dreams,Rin,jyc-Binggan,"zun lkx_shore fanzhen0019 Deye nazrin House set of ""Undefined Fantastic Object"" 〜 Myorenji set クロネコラウンジ 東方Project 東方星蓮船",1,211.13104166666668,119739,0.0
Happy!? Sorry!! (Cut Ver.),Sakurakou K-ON Bu,TheShadowOfDark,Short Version Anime Japanese Kon! Keion HTT hokago tea time houkago Shiritsu Sakuragaoka Joshi Koutou Gakkou Shouko Ohmori Shinji Tamura Shigeo Komori Toyasaki Aki 豊崎 愛生 Hikasa Yoko 日笠 陽子 Satou Satomi 佐藤 聡美 Kotobuki Minako 寿 美菜子 Yui Hirasawa 竹達 彩奈 Ayana Taketatsu 平沢 唯 Ritsu Tainaka 田井中 律 Mio Akiyama 秋山 澪 Tsumugi Kotobuki 琴吹 紬 Azusa Nakano 中野 梓 Guitar Drum Bass Keyboard Kyoto Animation KyoAni Cagayake! GIRLS [-Evil-] j-pop rock pop jpop,1,88.92533333333333,1197766,0.0
MEMORIA (TV Size),Aoi Eir,Slyme,jpop j-pop pop Battle Eloxrad Yumerios Saber Japanese フェイト/ゼロ Female Vocalist Ending Anime ED,1,91.95102040816326,1197802,0.0
Toumei Datta Sekai (TV Size),Hata Motohiro,Hantrik,shippuden shippuuden opening 7 op anime male vocalist rock japanese jrock j-rock kalibe,1,89.44938775510204,1198915,0.0
EdelWeiss,OkameP,[Mahua],Evil_Twilight Awaken Melt sm21893513 vocaloid hatsune miku,1,218.09629166666667,119911,0.0
Black Rover (TV Size),Vickeblanka,IOException,anime rock japanese clover opening op deadcode ceo of osu ceo_of_osu,1,88.35265306122449,1199834,0.0
True Blue Traveler (TV Size),Kuribayashi Minami,popner,opening osuplayer111 Andrea,1,89.808,120000,0.0
Viva Happy,Mitchie M,Natsu,hatsune miku vocaloid Greatest Idol Gero HabiHolic,1,215.69304166666666,120002,0.0
Why Am I So Angry,Renard,Hpocks,This Place Will Grow EP Lapfox Trax Halley Labs Emma Essex Silverboxer electronic breakcore English,1,208.18750566893425,1200208,0.0
Cirno's Perfect Math Class,IOSYS,Mao,Rakuen cdhsausageboy happy623 DakeDekaane taiko_maniac1811 東方 Embodiment of Scarlet Devil Beloved Tomboyish Girl ZUN chiruno no paafekuto sansuu kyoushitsu,1,127.4202,120071,0.0
I'M A BELIEVER (TV Size),SPYAIR,Aakki,xandit 2nd second season im japanese anime opening rock j-rock jrock male vocal haikyu!! haikyuu!!,1,91.2265,1200805,0.0
Starstrukk,3OH!3 (feat. Katy Perry),EEeee,FrozenPower 0_o Katy Perry,1,202.52735714285714,12014,0.0
IMITATE,Dictate,Fisky,mir kkipalt elcheer chompy Cah-m thzz collaboration electronic instrumental birthday song bday btmc,1,154.9001133786848,1201530,0.0
Misery Song,Adust Rain,gazimal,Judgement of the sun wring ponbot Listle too okogeeechann kissssy shoota RAG japanese rock j-rock,1,254.3684126984127,1201708,0.0
How You Like That,BLACKPINK,Stixy,korean k pop k-pop kpop hylt 블핑 블랙핑크 yg entertainment 지수 jisoo 제니 jennie 로제 rosÉ rose 리사 lisa nofc suyuko rosiie lyawi Irreversible armin a_r_m_i_n enerugi elinor eli [_eli_] derandom_otaku derandom otaku ren blackener shirahane suou english BLΛƆKPIИK _DUSK_,1,181.34204081632652,1201711,0.0
Voyage,BLANKFIELD,Crissa,mg mappers' guild fa featured artist ヴォヤージュ1969 Eternal Dream　～ 幽玄の槭樹 c83 comiket 83 At The Termination Of The Phantasm metal instrumental touhou 08 東方Project team shanghai alice zun 上海アリス幻樂団 hey lululu lmt isomirdiangelo eirin yagokoro 八意 永琳 isomir lu^3 osu! eiri- ayyri video game,1,146.9126530612245,1201974,0.0
Thoughtcrime,Yorushika,Ryuusei Aika,cut ver version Amamiya Kanade Sandrew kanor Ipas NewIpas SMM ShirohaMyMommy Delis shisouhan shisou han ナブナ nbuna n-buna スイ suis plagiarism 盗作 japanese rock jrock j-rock female vocal,1,97.149375,1202606,0.0
LOVE & ROLL (Full ver),supercell,Clare,Kimi no Shiranai Monogatari ryo nagi banvi pokie,1,294.6873125,12027,0.0
Gunjou Infinity,Toyama Nao,[Karcher],japanese j-pop jpop pop touyama full version ver abelia moly my angel jeremy my_angel_jeremy,1,304.5355416666667,1202718,0.0
GOMIKASU -Original Mix-,Chibanyan vs. Otogibara Era,buhei,vtuber virtual youtuber バーチャルyoutuber Nijisanji にじさんじ 音GIBARA ギバラ Yorita Yoshino -Claris- zhongchujiguang Remapper _lai Noriko sama japanese instrumental electronic,1,183.048,1203052,0.0
Yugure ni Utsushite,Akiyama Kiro,Kagetsu,1/3 N_a_s_y_a nasya Tari FromDropout From DROPOUT jrock japanese rock j-rock male vocal vocalist,1,218.09632653061223,1203114,0.0
Croque Monsieur A Disneyland,Ruby My Dear,Hobbes2,Instrumental julien chastagnol breakcore drill & bass electronic idm metal prspct breaks electronica glitch jungle postbreakcore france brame Aro Plaudible drum,1,302.7591836734694,1203147,0.0
BEAUTIFUL SKY (TV Size),Infinite Stratos Cast,Guy,is is2 shinonono houki seshiria orukotto fan rinin sharurotto dunoa raura boudevihhi hikasa youko yukana shimoda mami hanazawa kana inoue marina maaagic ending KanaRin インフィニット・ストラトス,1,89.06,120328,0.0
Turtles Theme (TV Size),"Norman J. Grossfeld, Russell Velazquez",Hachiko,Leonardo Donatello Raphael Michelangelo TMNT 2003 rock english Aranel Renumi ratokkoy aishiteiru- piroshki Donnie Mikey Splinter animation opening op cartoon fox 4kids,1,61.541814058956916,1203412,0.0
Imagination (TV Size),SPYAIR,A r M i N,Haikyu!! Haikyuu!! volleyball opening op 1 anime japanese j-rock jrock rock male vocals A_r_M_i_N Armin Reform Kujinn Kowari PikAqours Xenon- Xen Xehn,1,92.44734693877551,1203416,0.0
Feral (osu! edit),meganeko,Respirte,Featured Artist FA Mappers Guild Eclipse Psytrance Psycore PaRaDogi DTM9_Nowa DTM9 Nowa Electronic Instrumental,1,190.92897959183674,1204383,0.0
Champagne Day,Hoshimachi Suisei,captin1,luna- dark accelerator kaine hypebeasthijabi raja ナナホシ管弦楽団 鏡音リン nanahoshi kangengakudan hujuniseikouyuup fujuniseikouyuup kagamine rin vocaloid cover japanese rock hololive virtual youtuber vtuber hoshimati hosimati hosimachi suichan,1,182.98678004535148,1204477,0.0
Make you happy,NiziU,Sotarks,basensorex kowari smokelind jype jyp entertainment 虹U ニジユ mako 真子 マコ rio 梨緒 リオ maya まや マヤ riku 陸 ayaka あやか アヤカ mayuka まゆか マユカ rima りま リマ miihi みいひ ミイヒ nina 仁菜 ニナ sony music girls japanese female band vocalists jpop j-pop rap pop pre-debut mini album リク ニジュー,1,184.52064583333333,1204806,0.0
goosebumps feat. Kendrick Lamar,Travis Scott,jamesjan3,some hero jasontime jasontime12345 english rap hip hop hip-hop birds in the trap sing mcknight,1,243.905306122449,1204912,0.0
Ego Rock long,Three,Nevo,Len Kagamine 鏡音レン vocaloid full version wanpachi cycopton Jonarwhal kyrian -white elcheer addy2607 gokugohan12468 KittyAdventure jrock j-rock japanese rock collage,1,167.256,1205168,0.0
REVIVER,MY FIRST STORY,HabiHolic,ALL LEAD TRACKS Japanese English J-Rock jrock rock Hiroki Moriuchi Nobuaki Katou Teruki Nishizawa Shouhei Sasaki 森内寛樹 加藤伸明 佐々木翔平 西澤照貴 Nob Teru Hiro Kid'z Enerugi Battle Asphyre,1,300.216,1205497,0.0
Kuuchuu Bunkai (Pandemic ver.),Three,Nevo,鏡音レン Kagamine Len vocaloid version AERIAL BREAKUP japanese rock collage long,1,171.0,1205783,0.0
Mizuoto to Curtain,MIMI,Nozhomi,featured artist mappers guild hatsune miku 初音ミク pop japanese vocaloid,1,173.1134693877551,1206296,0.0
SPARK-AGAIN (TV Size),Aimer,Nikakis,japanese anime op opening fire force season 2 two jrock j-rock rock エメ basensorex elinor kuki1537 nymphe reform kujinn smoke browiec sotarks kiyoshi guarden [_Eli_],1,88.7646875,1206396,0.0
TSLove,O2i3,Nuvolina,featured artist fa mappers' guild mg electronic instrumental log off now lon log_off_now dtm9 nowa dtm9_nowa nozhomi,1,99.29142857142857,1206779,0.0
Doin' Time,Lana Del Rey,jas,craezy mkguh norman fucking rockwell nfr ldr elizabeth lizzy grant sublime summertime george gershwin alternative alt indie english trip pop trippop ska cover,1,201.99659863945578,1207252,0.0
Contradiction (feat. Tyler Carter) (TV Size),KSUKE,- ascended -,"tgohs gohs goh naver line webtoon crunchyroll crunchy onigiri llc original mappa anime animation opening op electronic dubstep dance electro complextro trap english eng Sunghoo Yongje Park highschool warner music japan ゴッドオブハイスクール goddo obu haisukuuru 갓 오브 하이 스쿨 Gat Obeu Hai Seukul Issues Woe, woe Is Me rise records male vocalist manhwa comic pop jin mori mo-ri Han Dae-Wi daewi Yu Mi-Ra mira",1,90.39818594104308,1207988,0.0
FIXED STAR,Kawada Mami,Bless,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟 movie ending,1,231.69654166666666,120813,0.0
Golden Time Lover (TV Size),Sukima Switch,Death_the_kid,CrimmiSkye KIA,1,88.85510204081632,12082,0.0
VANESSA,Suzaku,Luscent,DJ YOSHITAKA DECEPTIVE GABBA Dance Revolution X2 ミライダガッキ Future Tom Ver.2 Original SoundTrack OST Bemani Konami Digital Entertainment 2007 instrumental video game EvilElvis EvilElvisv2 Jounzan Natteke desu down electronic,1,98.76895833333333,1208907,0.0
Cross Over,HyuN feat. LyuU,Skytuna,featured artist fa mappers' guild mpg digital speed core pump it up 2018 prime 2 korean electronic entry plaudible down,1,154.2269387755102,1209029,0.0
HEROES (TV Size),Brian the Sun,Xandit,j-rock anime boku no my hero academia ヒロアカ heroaca ed ending japanese male vocals rock パトスとエートス Pathos And Ethos,1,92.52795918367347,1209564,0.0
Mela!,Ryokuoushoku Shakai,Battle,yosh japanese pop jpop j-pop singalong ryokushaka リョクシャカ seolv [l_u_k_a_s] lukas,1,249.9918367346939,1209920,0.0
DORAEMON,Amatsuki,browiec,the Movie: Nobita's Treasure Island Eiga Nobita no Takarajima HOSHINO GEN Cover theme song fujiko f. fujio kuki1537 kowari 星野源 japanese pop jpop j-pop full ver version anime あまつき,1,243.04326530612244,1210297,0.0
lull ~Soshite Bokura wa~ (TV Size),Ray,wcx19911123,凪のあすから opening Sakishima Hikari Mukaido Manaka Hiradaira Chisaki Isaki Kaname Kihara Tsumugu wantuole,1,90.12779166666667,121046,0.0
Golden Time,Horie Yui,Xinchii,opening Tsumetaku mingmichael TV size,1,90.9583125,121048,0.0
First Storm (Japanese Cover),Will Stetson,IOException,deco*27 chu lan vocaloid hatsune miku v4 chinese mes rockwell lithium ioexception will stetson dictate kkipalt ami,1,236.552,1210496,0.0
Flamingo,Yonezu Kenshi,Petal,Japanese pop short cut ver jpop フラミンゴ Flamingos matha,1,73.26480725623583,1210565,0.0
Carnival Of Rust,Poets Of The Fall,AlexaBM,alternative rock soft-rock finland insomniac Alarido,1,260.02816666666666,121075,0.0
Destin Histoire (TV Size),yoshiki*lisa,wendao2000,吉木りさ opening Story of Fate Gothic Yoshiki Risa Original Soundtrack Poche Destiny History,1,92.60408333333334,121120,0.0
Morrissey,fiend,Apo11o,apollo feind morissey emu emu1337 ajt nega english hip hop experimental drum and bass dnb breakcore jungle fever dream i cannot fucking wait until dies jpegmafia aistre alphabet venax electronic instrumental,1,73.48244897959184,1211976,0.0
Slowly but surely I go on,THE ORAL CIGARETTES,help,SUCK MY WORLD [arc] full size swing japanese rock male vocal j-rock jrock,1,236.1757596371882,1212436,0.0
"FLYING OUT TO THE SKY (covered by Nanahira, moimoi, Nana Takahashi)",Camellia,Sotarks,japanese metal rock video game kamelcamellia かめるかめりあ cametek 3leep KCCD-04 mayumi morinaga 森永真由美 c90 comiket cover vocaloid zola project original song contest ii iii gravity wars iv heavenly haven SDVX long ver すりーぷ！ Confetto Sleep! BEMANI KONAMI reform kujinn browiec kuki1537 snownino_ armin a_r_m_i_n ayyri eiri- yasuho Cynplytholowazy -gn junior ft. feat,1,265.6391836734694,1212452,0.0
Howling (feat. Asena) (Andromedik Remix),Cartoon,Asphyxia,ncs release electronic dnb drum and bass nocopyrightsounds Altai UndeadPhoneGuy english Tycani,1,220.5257142857143,1212541,0.0
Contradiction (feat. Tyler Carter) (TV Size),KSUKE,AirinCat,anime english opening op 갓 오브 하이스쿨 webtoon line goh gohs highschool Yongje Park web manga crunchyroll pop electronic dubstep korean manhwa mori jin han daewi yu mira mappa animation,1,90.09632653061225,1212562,0.0
Professor Layton's Theme,Nishiura Tomohito,StarCastler,RandomJibberish polka PolkaMocha Veridian Professor Layton and the Curious Village reiton kyouju to fushigi na machi thema teema level-5 level 5 nintendo ds mobile video game ost instrumental folk,1,130.85333333333332,1213157,0.0
Ano Yume o Nazotte,YOASOBI,-Aqua,幾田りら Ikuta Lilas ikura Ayase Rockwell 頃之介古論 Koronosuke Koron Japanese Pop J-pop Jpop Tracing that Dream Full Version Rira wo frozz,1,242.66666666666666,1213174,0.0
This game (TV Size),Suzuki Konomi,-Aqua,No Game No Life NGNL Konomin Anime Japanese Short Version Mocaotic Rock J-rock Jrock 空白 Kūhaku Kuhaku Kuuhaku Blank 初瀬いずな Izuna Hatsuse 空 Sora 白 Shiro female vocals vocalist j-pop jpop j pop,1,91.095,1213199,0.0
Finale,toby fox,[-Evil-],instrumental electronic videogame video game vgm ost original omega flowey boss fight chiptune soundtrack frisk radiation theshadowofdark entry,1,112.48326530612245,1213339,0.0
Children,Rameses B,Zer0-,nostalgic robert miles trance dnb drum n & and bass liquid electronic melodic instrumental come back home come[back]home cbh monstercat dreamland JayBone,1,204.41036281179137,1214145,0.0
Centimeter (TV Size),the peggies,Momochikun,"Kanojo, Okarishimasu opening rent a girlfriend japanese anime pop",1,90.22727083333334,1215748,0.0
Suisei ni Nareta nara,Harumaki Gohan feat. Hatsune Miku,Remapper,kuse KuBsNia_ZhoYL_ Hakusui3820 japanese vocaloid if i could be a comet jpop j-pop pop futarino ふたりの nana lili,1,234.48,1215982,0.0
Beginner's Sailing,Watanabe You (CV: Saito Shuka),Sotarks,Love Live Sunshine Season 2 female japanese vocalist anime jpop j-pop idols cut version short aqours chiga elinor eli [_eli_] maestrosplinter smokelind pop video game,1,199.3181632653061,1216257,0.0
WIN (TV Size),CIX,- ascended -,tgohs gohs goh naver line webtoon crunchyroll crunchy onigiri llc original mappa anime animation ending ed english eng kpop k-pop k pop Sunghoo Yongje Park highschool warner music japan ゴッドオブハイスクール goddo obu haisukuuru 갓 오브 하이 스쿨 Gat Obeu Hai Seukul male vocalist manhwa comic jin mori mo-ri Han Dae-Wi daewi Yu Mi-Ra mira clx boyband boy band,1,91.19510204081632,1216307,0.0
The Primal Scene of Japan the Girl Saw,Dark PHOENiX,sjoy,Kochiya Sanae Arrow Realize Mountain of Faith Flower [CSGA]Ar3sgice ZUN,1,195.78775510204082,121635,0.0
Prove Them Wrong,Virtual Riot,C00L,electronic instrumental dance there goes your money drumstep dubstep neurofunk cool zer0- reform kujinn xenon- xenon xen xehn zinedinezidane zizou,1,204.05174603174603,1216594,0.0
S.M.L (TV Size),Afilia Saga,Fycho,Laurier Amamiya yuko [Minakami Yuki] opening 俺の脳内選択肢が、青春ラブコメを全力で邪魔している,1,89.39102040816327,121662,0.0
Backstabber (Sped Up & Cut Ver.),Ke$ha,wetdog123,Kesha Animal english pop Some Hero AJT wanpachi Cycopton [[Pika]] wikipika weedy spoes skylaa hhjkl such speed version himiko toga knife blood red,1,66.1515625,1217044,0.0
